"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Trade","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","43377","","","","0"
"2016-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","41502","","","","0"
"2016-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","38122","","","","0"
"2017-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","41316","","","","0"
"2017-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","40403","","","","0"
"2017-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","39737","","","","0"
"2017-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","43595","","","","0"
"2018-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","41283","","","","0"
"2018-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","44895","","","","0"
"2018-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","41923","","","","0"
"2018-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","40345","","","","0"
"2019-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","40165","","","","0"
"2019-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","41715","","","","0"
"2019-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","43079","","","","0"
"2019-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","45767","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","43707","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","33573","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","32218","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","32318","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","34107","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","32801","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","33537","","","","0"
"2021-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","34082","","","","0"
"2022-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","33453","","","","0"
"2022-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","34570","","","","0"
"2022-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","31369","","","","0"
"2022-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Energy products [C12]","Dollars","81","millions","6","v1014909619","1.1.1.2.6","32707","","","","0"
"2012-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","30028","","","","0"
"2012-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","30172","","","","0"
"2012-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","32156","","","","0"
"2012-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","32528","","","","0"
"2013-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","29900","","","","0"
"2013-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","27272","","","","0"
"2013-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","27372","","","","0"
"2013-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","25316","","","","0"
"2014-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23432","","","","0"
"2014-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23388","","","","0"
"2014-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23588","","","","0"
"2014-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","22504","","","","0"
"2015-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","19400","","","","0"
"2015-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","20524","","","","0"
"2015-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","18060","","","","0"
"2015-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","17572","","","","0"
"2016-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","20396","","","","0"
"2016-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","22996","","","","0"
"2016-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","21196","","","","0"
"2016-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","18844","","","","0"
"2017-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23176","","","","0"
"2017-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","22636","","","","0"
"2017-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","19880","","","","0"
"2017-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23500","","","","0"
"2018-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","20860","","","","0"
"2018-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","21424","","","","0"
"2018-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","22084","","","","0"
"2018-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","19624","","","","0"
"2019-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","20844","","","","0"
"2019-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","22304","","","","0"
"2019-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","21384","","","","0"
"2019-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23188","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","23268","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","18288","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","15328","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","16688","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","16708","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","15756","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","16004","","","","0"
"2021-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","14620","","","","0"
"2022-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","15848","","","","0"
"2022-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","14464","","","","0"
"2022-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","13604","","","","0"
"2022-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Crude oil and crude bitumen [C121]","Dollars","81","millions","6","v1014909620","1.1.1.2.7","12764","","","","0"
"2012-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3355","","","","0"
"2012-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3706","","","","0"
"2012-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4080","","","","0"
"2012-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4131","","","","0"
"2013-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3988","","","","0"
"2013-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3679","","","","0"
"2013-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4391","","","","0"
"2013-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3495","","","","0"
"2014-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3689","","","","0"
"2014-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4952","","","","0"
"2014-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4081","","","","0"
"2014-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4092","","","","0"
"2015-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4535","","","","0"
"2015-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4142","","","","0"
"2015-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3538","","","","0"
"2015-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3318","","","","0"
"2016-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","2732","","","","0"
"2016-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3096","","","","0"
"2016-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3212","","","","0"
"2016-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","2696","","","","0"
"2017-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3100","","","","0"
"2017-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3299","","","","0"
"2017-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3463","","","","0"
"2017-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","2993","","","","0"
"2018-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3449","","","","0"
"2018-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","2823","","","","0"
"2018-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3683","","","","0"
"2018-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4500","","","","0"
"2019-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3624","","","","0"
"2019-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","2958","","","","0"
"2019-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3811","","","","0"
"2019-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4289","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3619","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3278","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3396","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3408","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3634","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3310","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3655","","","","0"
"2021-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3552","","","","0"
"2022-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3388","","","","0"
"2022-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","4172","","","","0"
"2022-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","3323","","","","0"
"2022-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Natural gas, natural gas liquids and related products [C122]","Dollars","81","millions","6","v1014909621","1.1.1.2.8","2924","","","","0"
"2012-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","1165","","","","0"
"2012-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","953","","","","0"
"2012-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","1081","","","","0"
"2012-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","829","","","","0"
"2013-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","821","","","","0"
"2013-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","785","","","","0"
"2013-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","709","","","","0"
"2013-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","761","","","","0"
"2014-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","845","","","","0"
"2014-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","757","","","","0"
"2014-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","757","","","","0"
"2014-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","817","","","","0"
"2015-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","725","","","","0"
"2015-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","913","","","","0"
"2015-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","737","","","","0"
"2015-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","789","","","","0"
"2016-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","793","","","","0"
"2016-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","721","","","","0"
"2016-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","665","","","","0"
"2016-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","685","","","","0"
"2017-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","773","","","","0"
"2017-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","681","","","","0"
"2017-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","793","","","","0"
"2017-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","913","","","","0"
"2018-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports","Coal [C123]","Dollars","81","millions","6","v1014909622","1.1.1.2.9","833","","","","0"
